證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4989","榮科","95,000","1,837,900","19.65","19.65","19.25","19.25","-0.05","68"
"4994","傳奇","94,000","6,072,200","64.60","65.40","64.00","64.00","-0.40","76"
"4999","鑫禾","80,000","3,199,400","40.10","40.25","39.90","40.10","+0.15","41"
"5007","三星","81,000","3,601,550","44.45","44.80","44.05","44.75","+0.30","56"
"5203","訊連","504,000","59,738,000","120.00","120.50","117.50","118.50","-1.50","403"
"5215","科嘉-KY","865,000","62,455,900","72.80","72.80","71.70","71.80","-0.30","573"
"5225","東科-KY","199,000","5,012,050","25.80","25.80","24.85","24.85","-0.45","121"
"5234","達興材料","123,000","10,767,400","88.40","88.50","86.70","86.70","-0.90","115"
"5243","乙盛-KY","668,000","20,435,300","30.35","31.20","30.30","30.40","+0.05","390"
"5258","虹堡","149,000","3,508,450","23.30","23.90","23.20","23.90","+0.55","109"
"5264","鎧勝-KY","1,796,000","77,682,500","43.80","44.40","42.65","43.00","+0.35","1,137"
"5269","祥碩","1,021,000","1,163,545,000","1,120.00","1,165.00","1,105.00","1,165.00","+60.00","967"
"5283","禾聯碩","69,000","6,847,300","99.90","99.90","98.80","99.00","-0.60","59"
"5284","jpp-KY","86,000","3,459,250","40.35","40.45","40.00","40.05","-0.30","55"
"5285","界霖","155,000","6,504,900","41.60","42.35","41.40","42.25","+0.85","108"
"5288","豐祥-KY","199,000","18,976,600","95.50","96.50","94.50","95.60","-0.90","149"
"5305","敦南","451,000","18,731,950","41.70","41.70","41.40","41.50","-0.05","291"
"5388","中磊","487,000","35,084,600","72.00","72.60","71.70","71.90","-0.10","425"
"5434","崇越","443,000","45,252,000","102.50","103.00","101.50","102.00","-0.50","297"
"5469","瀚宇博","3,819,000","139,725,700","37.00","37.10","36.25","36.60","-0.25","1,967"
"5471","松翰","8,366,000","482,134,100","57.60","58.50","57.00","57.40","+0.40","4,998"
"5484","慧友","103,000","840,560","8.16","8.24","8.16","8.24","+0.20","20"
"5515","建國","122,000","1,257,650","10.35","10.35","10.25","10.30","-0.05","44"
"5519","隆大","579,000","8,566,250","14.75","14.90","14.70","14.75","-0.05","210"
"5521","工信","1,710,000","14,332,390","8.44","8.48","8.30","8.32","-0.11","444"
"5522","遠雄","1,291,000","56,742,850","44.00","44.10","43.75","44.00"," 0.00","511"
"5525","順天","33,000","660,100","19.95","20.10","19.95","20.10"," 0.00","26"
"5531","鄉林","263,000","2,271,520","8.68","8.74","8.58","8.61","-0.07","132"
"5533","皇鼎","84,000","1,294,100","15.45","15.45","15.35","15.35","+0.05","27"
"5534","長虹","359,000","29,553,800","82.30","82.50","82.00","82.10","-0.30","276"
"5538","東明-KY","4,000","116,400","29.10","29.10","29.10","29.10","X0.00","4"
"5546","永固-KY","3,097,000","187,772,000","60.50","62.30","58.70","59.60","X0.00","1,971"
"5607","遠雄港","1,347,000","29,684,250","21.95","22.40","21.70","21.80","-0.15","566"
"5608","四維航","922,000","4,615,180","5.01","5.04","4.96","5.00"," 0.00","236"
"5706","鳳凰","65,000","2,055,650","31.90","31.90","31.45","31.45","-0.40","54"
"5871","中租-KY","1,936,000","218,685,500","113.00","113.50","112.50","113.00"," 0.00","1,163"
"5876","上海商銀","2,735,000","118,870,700","43.40","43.80","43.25","43.40","+0.05","1,264"
"5880","合庫金","10,191,000","204,472,350","20.10","20.15","20.00","20.05","-0.05","2,826"
"5906","台南-KY","31,000","527,100","16.80","17.25","16.75","16.85","+0.05","25"
"5907","大洋-KY","243,000","5,733,950","23.50","23.80","23.40","23.70","+0.20","108"
"6005","群益證","1,866,000","18,572,270","9.98","10.05","9.91","9.95","-0.03","762"
"6024","群益期","110,000","4,244,750","38.50","38.65","38.50","38.60","+0.10","80"
"6108","競國","293,000","6,124,900","21.00","21.05","20.80","20.85","-0.05","181"
"6112","聚碩","1,313,000","51,963,850","39.90","39.95","39.20","39.95"," 0.00","843"
"6115","鎰勝","75,000","3,254,450","43.60","43.60","43.25","43.30","-0.30","64"
"6116","彩晶","8,033,000","48,618,110","6.07","6.14","6.00","6.00","-0.02","1,747"
"6117","迎廣","53,000","840,300","16.30","16.30","15.60","16.20","-0.10","27"
"6120","達運","595,000","6,286,700","10.45","10.70","10.45","10.50","+0.05","277"
"6128","上福","41,000","1,180,400","28.80","28.90","28.70","28.85","+0.05","35"
"6131","鈞泰","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"6133","金橋","26,000","186,120","7.15","7.19","7.10","7.15","+0.01","13"
"6136","富爾特","100,000","1,866,450","18.60","18.75","18.60","18.60","-0.05","56"
"6139","亞翔","1,829,000","48,041,450","26.25","26.75","25.80","25.80","+0.05","1,031"
"6141","柏承","448,000","7,735,200","17.20","17.35","17.20","17.20","+0.10","242"
"6142","友勁","68,000","480,750","7.07","7.17","7.04","7.07","+0.01","36"
"6152","百一","156,000","935,090","6.02","6.05","5.91","6.03","-0.02","53"
"6153","嘉聯益","2,528,000","66,595,600","26.10","26.60","26.10","26.40","+0.20","1,485"
"6155","鈞寶","364,000","8,948,150","24.50","25.15","24.20","24.40","+0.20","275"
"6164","華興","175,000","997,050","5.73","5.73","5.67","5.69","-0.03","66"
"6165","捷泰","1,200,000","33,647,000","26.05","28.60","26.05","28.60","+2.60","606"
"6166","凌華","425,000","27,321,700","65.00","65.20","63.10","63.90","-1.10","286"
"6168","宏齊","1,142,000","14,081,100","12.00","12.60","12.00","12.50","+0.35","413"
"6172","互億","169,000","3,870,900","23.00","23.30","22.50","22.50","-0.50","80"
"6176","瑞儀","5,317,000","526,638,300","97.90","99.80","97.70","99.50","+1.90","3,693"
"6177","達麗","362,000","10,299,750","28.50","28.50","28.40","28.50","+0.15","155"
"6183","關貿","80,000","3,361,150","42.05","42.10","41.90","41.95","-0.10","53"
"6184","大豐電","192,000","8,091,850","42.00","42.25","42.00","42.05","+0.05","81"
"6189","豐藝","537,000","18,479,500","34.05","34.60","34.05","34.45","+0.35","316"
"6191","精成科","4,820,000","65,979,250","13.75","13.85","13.55","13.60","+0.20","1,694"
"6192","巨路","90,000","5,881,200","65.30","65.60","65.10","65.40","+0.10","64"
"6196","帆宣","592,000","41,921,900","71.40","71.40","70.10","70.60"," 0.00","459"
"6197","佳必琪","435,000","14,025,250","32.00","32.40","32.00","32.15","+0.20","258"
"6201","亞弘電","20,000","666,400","33.30","33.45","33.25","33.25","+0.05","16"
"6202","盛群","670,000","43,951,000","65.20","66.00","65.20","65.50","+0.40","468"
"6205","詮欣","38,000","947,750","25.00","25.00","24.80","24.80","-0.20","21"
"6206","飛捷","85,000","5,780,400","67.90","68.40","67.80","68.10","+0.30","65"
"6209","今國光","405,000","8,744,100","21.60","21.80","21.30","21.45","-0.15","246"
"6213","聯茂","2,908,000","375,945,500","131.00","131.50","128.00","128.50","-2.00","2,193"
"6214","精誠","350,000","27,454,900","78.50","78.70","78.10","78.50"," 0.00","286"
"6215","和椿","900,000","14,417,200","16.00","16.25","15.80","16.00","+0.10","467"
"6216","居易","40,000","1,092,450","27.30","27.40","27.20","27.25","-0.15","25"
"6224","聚鼎","385,000","23,704,500","61.00","62.10","61.00","61.90","+1.10","270"
"6225","天瀚","5,000","14,680","2.66","3.12","2.66","3.12","X0.00","4"
"6226","光鼎","2,097,000","17,278,460","8.31","8.35","8.17","8.17","-0.14","672"
"6230","超眾","486,000","118,310,000","244.50","247.00","240.00","240.00","-2.50","424"
"6235","華孚","178,000","1,852,150","10.35","10.50","10.35","10.35"," 0.00","84"
"6239","力成","3,685,000","363,833,400","99.30","100.50","98.10","98.80","-0.40","2,105"
"6243","迅杰","197,000","1,764,900","9.00","9.02","8.90","8.92","-0.06","80"
"6251","定穎","9,202,000","174,283,150","19.05","19.20","18.75","18.95","+0.15","3,313"
"6257","矽格","4,899,000","183,015,900","37.00","37.90","36.85","37.75","+0.95","2,768"
"6269","台郡","3,419,000","349,076,000","102.50","103.50","101.50","101.50"," 0.00","1,959"
"6271","同欣電","6,460,000","871,096,000","133.50","137.50","133.00","134.00","+2.00","4,474"
"6277","宏正","250,000","22,040,700","88.10","89.00","87.00","88.60","+0.50","204"
"6278","台表科","26,193,000","2,991,489,000","112.50","120.00","109.00","117.00","+7.00","16,400"
"6281","全國電","40,000","2,723,800","68.20","68.20","68.00","68.00","-0.20","35"
"6282","康舒","1,899,000","39,051,800","20.70","20.70","20.45","20.50","-0.05","844"
"6283","淳安","317,000","7,012,500","21.60","22.40","21.60","21.90","+0.05","189"
"6285","啟碁","987,000","62,134,300","63.00","63.50","62.60","62.60","-0.60","587"
"6288","聯嘉","1,533,000","29,684,800","19.60","19.60","19.15","19.25","-0.35","732"
"6289","華上","3,000","5,350","1.81","1.81","1.73","1.73","-0.06","3"
"6405","悅城","14,000","208,300","14.85","15.10","14.80","15.10","+0.15","9"
"6409","旭隼","114,000","90,335,000","786.00","812.00","780.00","792.00","+13.00","113"
"6412","群電","481,000","30,734,400","64.40","64.40","63.30","64.00"," 0.00","436"
"6414","樺漢","526,000","99,769,500","188.00","191.50","188.00","189.00","+1.50","463"
"6415","矽力-KY","1,154,000","1,687,235,000","1,450.00","1,485.00","1,420.00","1,480.00","-5.00","1,055"
"6416","瑞祺電通","1,870,000","235,274,000","123.00","128.00","123.00","127.00","+4.50","1,406"
"6431","光麗-KY","17,000","387,650","22.90","22.90","22.70","22.75","-0.15","12"
"6442","光聖","19,000","671,200","35.30","35.55","35.20","35.30","+0.10","11"
"6443","元晶","1,497,000","9,299,230","6.22","6.30","6.16","6.19","+0.01","310"
"6449","鈺邦","99,000","3,022,450","30.05","30.95","30.05","30.55","+0.60","78"
"6451","訊芯-KY","678,000","73,069,500","108.50","109.00","106.50","108.00","+1.00","561"
"6452","康友-KY","551,000","83,778,500","152.50","154.00","150.50","151.00","-1.50","401"
"6456","GIS-KY","1,417,000","134,783,400","95.40","95.60","94.50","95.10","+0.20","886"
"6464","台數科","19,000","2,174,000","115.00","115.00","113.50","114.00","-1.00","14"
"6477","安集","104,000","2,080,450","20.00","20.15","19.95","20.00","+0.05","48"
"6491","晶碩","126,000","15,756,500","125.00","126.50","123.50","124.00","-1.00","90"
"6504","南六","3,741,000","883,264,500","236.50","240.50","229.00","237.50","+5.50","2,936"
"6505","台塑化","4,233,000","387,808,700","93.00","93.00","91.00","91.00","-1.10","2,560"
"6525","捷敏-KY","304,000","18,160,000","59.50","60.30","59.10","59.60","+1.00","199"
"6531","愛普","2,791,000","610,860,000","221.00","223.00","214.50","216.50","+0.50","2,173"
"6533","晶心科","3,097,000","367,938,500","116.50","121.50","115.00","120.00","+4.00","2,553"
"6541","泰福-KY","4,349,000","208,914,400","48.20","48.20","46.65","48.20","+4.35","1,645"
"6552","易華電","454,000","26,373,200","58.10","58.60","57.50","58.10","+0.30","325"
"6558","興能高","1,187,000","52,886,800","44.30","45.20","43.50","45.20","+1.30","796"
"6573","虹揚-KY","48,000","855,850","18.00","18.10","17.60","17.70","+0.15","42"
"6579","研揚","14,000","899,000","64.10","64.40","64.00","64.10","-0.10","14"
"6581","鋼聯","33,000","2,009,600","61.20","61.30","60.70","60.80","-0.40","29"
"6582","申豐","799,000","86,708,500","109.50","111.00","106.50","108.00","-0.50","651"
"6591","動力-KY","1,048,000","49,037,800","48.00","48.05","46.00","46.50","-1.50","846"
"6592","和潤企業","1,296,000","103,637,800","80.10","80.30","79.60","80.00","+0.20","789"
"6605","帝寶","506,000","24,968,250","48.40","50.00","48.40","49.20","+1.05","356"
"6625","必應","52,000","1,966,200","38.00","38.00","37.80","37.80","-0.45","17"
"6641","基士德-KY","25,000","1,687,300","67.50","67.80","67.20","67.20","-0.60","16"
"6655","科定","80,000","3,284,100","41.30","41.50","40.40","40.40","-0.90","30"
"6666","羅麗芬-KY","20,000","2,418,000","121.00","121.50","120.00","121.50","+1.50","18"
"6668","中揚光","184,000","10,690,600","58.50","59.00","57.10","57.80","-0.60","145"
"6669","緯穎","1,602,000","1,382,970,000","871.00","885.00","845.00","854.00","-3.00","1,486"
"6670","復盛應用","2,370,000","391,258,500","158.00","171.50","158.00","170.50","+12.50","1,819"
"6671","三能-KY","175,000","6,572,050","37.45","38.10","37.30","37.70","+0.35","67"
"6672","騰輝電子-KY","807,000","71,838,800","89.30","89.80","88.00","88.80","-0.50","576"
"6674","鋐寶科技","66,000","1,540,000","23.40","23.80","23.00","23.45","-0.15","39"
"6698","旭暉應材","70,000","3,636,900","51.40","52.50","51.40","52.50","+0.60","57"
"6706","惠特","5,188,000","743,654,000","139.00","147.50","137.00","147.50","+13.00","3,333"
"6715","嘉基","898,000","96,711,500","103.50","110.50","103.00","110.00","+6.50","623"
"8011","台通","6,262,000","120,901,600","20.10","20.30","18.90","18.90","-1.10","2,955"
"8016","矽創","5,695,000","851,662,000","155.00","155.00","146.00","147.00","-5.00","4,112"
"8021","尖點","393,000","8,034,400","20.65","20.65","20.30","20.35","-0.20","215"
"8028","昇陽半導體","828,000","39,515,450","47.25","48.30","47.10","48.15","+1.10","586"
"8033","雷虎","355,000","2,879,010","8.17","8.26","8.03","8.10","-0.07","200"
"8039","台虹","924,000","43,252,650","46.90","47.10","46.20","46.75","+0.05","542"
"8046","南電","34,042,000","1,985,428,500","59.00","60.30","56.70","57.80","-0.70","17,359"
"8070","長華","31,000","4,813,500","156.00","156.00","155.00","155.50"," 0.00","29"
"8072","陞泰","47,000","1,020,350","21.60","21.85","21.60","21.70","+0.05","27"
"8081","致新","4,126,000","607,771,500","148.00","149.50","145.00","147.50","+3.00","2,969"
"8101","華冠","72,000","295,920","4.11","4.11","4.11","4.11","-0.45","18"
"8103","瀚荃","104,000","2,527,800","24.25","24.35","24.25","24.35","+0.10","59"
"8104","錸寶","616,000","24,991,050","40.30","41.45","39.30","41.10","+1.40","462"
"8105","凌巨","759,000","6,862,650","8.90","9.19","8.90","9.06","+0.16","328"
"8110","華東","506,000","4,931,690","9.70","9.82","9.68","9.72","+0.02","224"
"8112","至上","2,698,000","82,191,300","30.30","30.75","30.25","30.65","+0.40","1,393"
"8114","振樺電","51,000","4,311,800","84.60","84.90","84.20","84.90","+0.30","35"
"8131","福懋科","496,000","18,566,650","37.15","37.70","37.15","37.55","+0.55","255"
"8150","南茂","3,805,000","117,540,900","30.50","31.20","30.50","31.10","+0.65","1,839"
"8163","達方","868,000","31,702,500","36.45","36.80","36.20","36.40","+0.20","552"
"8201","無敵","113,000","921,240","8.22","8.27","8.10","8.19","-0.01","40"
"8210","勤誠","901,000","82,740,500","92.50","92.60","91.30","91.60","-0.40","694"
"8213","志超","1,743,000","60,869,050","35.05","35.15","34.60","35.00"," 0.00","776"
"8215","明基材","930,000","15,252,650","16.25","16.55","16.20","16.40","+0.20","421"
"8222","寶一","50,000","668,800","13.60","13.60","13.30","13.30","-0.10","29"
"8249","菱光","74,000","1,361,450","18.40","18.50","18.35","18.40"," 0.00","43"
"8261","富鼎","1,005,000","25,704,600","24.90","26.30","24.90","25.25","+0.65","712"
"8271","宇瞻","1,705,000","80,104,100","47.75","47.80","46.65","46.90","-0.50","1,141"
"8341","日友","130,000","35,883,000","276.50","278.00","274.50","274.50","-2.00","119"
"8367","建新國際","126,000","3,159,850","25.15","25.60","25.00","25.00","-0.50","90"
"8374","羅昇","63,000","1,308,700","20.80","20.90","20.65","20.90","+0.10","37"
"8404","百和興業-KY","555,000","16,530,850","29.50","30.10","29.30","30.00","+0.60","363"
"8411","福貞-KY","53,000","548,800","10.45","10.45","10.30","10.45"," 0.00","33"
"8422","可寧衛","334,000","52,084,500","154.50","157.00","154.50","156.50","+2.00","228"
"8427","基勝-KY","12,000","573,100","48.35","48.85","47.10","48.85","X0.00","11"
"8429","金麗-KY","211,000","1,528,300","7.25","7.29","7.21","7.21","-0.03","117"
"8442","威宏-KY","25,000","1,024,550","41.45","41.45","40.65","41.15","-0.25","24"
"8443","阿瘦","5,000","42,830","8.55","8.57","8.55","8.57","-0.10","5"
"8454","富邦媒","792,000","411,361,500","496.00","534.00","494.00","526.00","+30.00","767"
"8462","柏文","1,157,000","230,439,000","193.50","202.00","193.50","200.50","+8.50","937"
"8463","潤泰材","194,000","7,440,700","38.65","38.70","38.00","38.20","-0.40","141"
"8464","億豐","1,058,000","263,969,000","248.00","252.50","246.00","248.50","+3.00","641"
"8466","美吉吉-KY","6,000","398,700","66.00","67.00","66.00","67.00","+0.30","6"
